post_id,sentences
10162577885624988,"[['a 34-year-old video gamer filmed himself live on facebook begging for help after he noticed he had covid-19 symptoms but struggled to reach hospitals.']
 ['he died just days later.']
 [""abc.net.au\nhow a video recorded by a dying gamer helped expose flaws in thailand's fight against covid-19""]]"
10162577828904988,"[[""more than 15,000 people have been identified as contacts of covid-19 cases in victoria, but an epidemiologist says it 'wouldn't worry' him if more positive cases crop up in the coming days.""]
 ['abc.net.au\nvictoria may see a spike in case numbers.']
 [""but that's probably not as bad as it sounds, experts say""]]"
10162576154394988,"[['the list of covid-19 exposure sites in victoria continues to grow as more positive cases are identified, with more than 150 venues now of concern to authorities.']
 ['abc.net.au\nfull list of melbourne covid exposure sites\nthe list of covid-19 exposure sites in victoria continues to grow as more positive cases are identified, with more than 150 venues now of concern to authorities.']]"
10162576117514988,"[[""here's how to work out what vaccine you're eligible to receive, how to book an appointment, and where to go for a walk-in vaccination.""]
 [""abc.net.au\nhow to get the coronavirus vaccine in victoria\nhere's how to work out what vaccine you're eligible to receive, how to book an appointment, and where to go for a walk-in vaccination.""]]"
10162576075639988,"[['how does a self-taught brisbane photographer land a role as the personal snapper for legendary hollywood actor dick van dyke?']
 ['fortuitously, as it happens.']
 [""abc.net.au\nbrisbane photographer captures 'magic' of mary poppins star dick van dyke\nhow does a self-taught brisbane photographer land the role of personal snapper for legendary hollywood actor and mary poppins' star dick van dyke?""]]"
10162572752644988,"[['tiredness, fatigue, hair loss, leg cramps and insomnia are just some of the symptoms of iron deficiency.']
 ['| abc everyday\n\ntiredness, fatigue, hair loss, leg cramps and insomnia are just some of the symptoms of iron deficiency.']
 ['| abc everyday\n\nabc.net.au\nfeeling tired and have brain fog?']
 [""you could be low in iron\nresearchers believe that one in seven women aged 15-50 are deficient in iron with heavy periods being the main cause, and it's having serious consequences for their physical health.""]]"
10162575784569988,"[['the northern territory could be in for a nervous couple of days, as authorities work to test more than 10,000 people to see if covid-19 has arrived from melbourne hotspots.']
 [""abc.net.au\nnt to test more than 10,000 people amid warnings travellers ''should be concerned' about covid\nthe northern territory could be in for a nervous couple of days, as authorities rush to test over 10,000 people to check if covid-19 has come into the community from melbourne hotspots.""]]"
10162575783229988,"[['working dog owners in south-east queensland have found an outlet for their intelligent dogs to exercise their instincts 🐶\n\nworking dog owners in south-east queensland have found an outlet for their intelligent dogs to exercise their instincts 🐶\n\nabc.net.au\nfor bored working dogs in suburban backyards, sheep herding is challenging mind and body\ncity owners of working dogs find an outlet for their intelligent pets to exercise their instincts.']]"
10162575605749988,"[[""if you love playing tennis, ping pong or badminton, but feel the courts are too big or the ball is too fast, pickleball might just be the sport for you - and it certainly is for some with parkinson's.""]
 [""abc.net.au\n'i've become a different person': how pickleball is changing the lives of people with parkinson's disease\npickleball — a mashup of tennis, ping pong and badminton — is growing in popularity for the health benefits and friendships it is bringing to those living with parkinson's.""]]"
10162575597004988,"[['older people like bill are more likely to know their neighbours by name than younger australians, according to data from the australia talks national survey.']
 ['abc.net.au\ndo you know your neighbours by name?']
 ['if you do, chances are you are older or live in the regions\nolder people like bill burgess are more likely to know their neighbours by name than younger australians, according to data from the australia talks national survey.']]"
10162575418239988,"[['more than 56,000 test results were received in victoria yesterday, and more than 21,000 people received a vaccine dose.']
 ['follow live.']
 ['abc.net.au\nlive: victoria breaks covid test record as thousands flock to vaccination centres\nmore than 56,000 test results are received in a day in victoria, with more than 21,000 people receiving a vaccine dose.']
 ['the state has recorded five new locally acquired coronavirus cases.']]"
10162575412284988,"[['us senate republicans have blocked the creation of a bipartisan panel to study the january 6 attack on the capitol, in a show of party loyalty to former president donald trump.']
 ['abc.net.au\nsenate republicans block commission into us capitol riots\nthe bipartisan commission was blocked by six votes in the us senate, with some republican senators fearing it could eventually be used against them politically.']]"
10162575412164988,"[['as the anxiety-inducing threat of yet another lockdown loomed on wednesday, many victorians were asking: why do these things always seem to happen to us?']
 ['abc.net.au\nwhy melbourne yet again?']
 ['the factors that fed into the latest lockdown\nas victorians enter day two of a circuit-breaker lockdown, many are asking why these things always seem to happen to us.']]"
10162575410399988,"[['college or senior high school — does the title matter to you?']
 [""abc.net.au\nwhy public schools are becoming colleges — and reinventing themselves along the way\nalmost every new public high school for the last couple of decades has branded itself a college — but what's behind this growing trend and does it make a difference?""]]"
10162575406779988,"[['police seized the it equipment and found that the operation had been stealing thousands of pounds worth of electricity.']
 ['abc.net.au\nenglish police hunting cannabis farm instead uncover cryptocurrency mine\nofficers raid a property near birmingham suspected of housing a cannabis farm, but find 100 computer units running bitcoin mining and stealing electricity.']]"
10162575400914988,"[['the five new cases were detected from 56,624 test results processed on friday, an apparent record for the state.']
 ['abc.net.au\nvictoria records five locally acquired covid cases\nvictoria records five new locally acquired cases of coronavirus as the state enters its second day of a snap lockdown.']]"
10162573226484988,"[['at this training ground, city dog owners bring their working breeds to tap into their insticts and herd sheep.']
 ['🐶🐑\n#abclandline\n\nat this training ground, city dog owners bring their working breeds to tap into their insticts and herd sheep.']
 ['🐶🐑\n\n#abclandline\n\nplay video']]"
10162572632014988,"[['have your holiday plans been canned because of covid?']
 ['| abc everyday\n\nhave your holiday plans been canned because of covid?']
 ['| abc everyday\n\nabc.net.au\nholidays are still difficult to plan.']
 [""here's how to cope if yours is cancelled\nit's not the worst thing that can happen, but it's still been quite a blow financially — but probably more significantly for my family, emotionally, writes shona.""]]"
10162573759054988,"[['""we have got a rebate of $1000 backdated to the first of february but we have been saying we needed help for months, that we had a problem.']
 ['now we have a plague, they let it turn into a plague,"" xavier martin from the nsw farmers association said.']
 [""abc.net.au\n'they let it turn into a plague': farmers dissatisfied with nsw government response to mouse plague\nthe state government will backdate expenses by three months to february 1, but the nsw farmers association says it's too little, too late.""]]"
10162573616489988,"[['the northern territory government will establish a temporary testing facility in darwin and extend clinic hours across the nt, as health authorities struggle to cope with a tidal wave of demand for coronavirus tests.']
 [""abc.net.au\nmass testing centre to open in nt as victorian covid directions see clinics swamped\na netball stadium in darwin sporting complex will become a mass testing facility over the weekend as some people are told they can't get a covid test at private clinics until monday.""]]"
10162573555469988,"[['a new report suggests limiting movement during the games is key to holding a ""safe"" olympics.']
 [""abc.net.au\ntokyo olympic organisers conduct 'simulation exercise' amid covid-19 state of emergency\ntokyo olympic and paralympic games organisers have conducted a simulation exercise with medical and public health officials at the athletes' village amid concerns about the events going ahead during the covid-19 pandemic.""]]"
4593309097355370,"[[""the state government says it is developing a new suite of school learning resources for sexual consent education and 'respectful relationships'.""]
 ['sbs.com.au\nnew sexual consent education material is in the works in nsw']]"
4593583100661303,"[[""tens of thousands have protested across brazil against president jair bolsonaro's handling of the covid-19 pandemic that has seen 450,000 brazilians die.""]
 ['play video']]"
4593302847355995,"[[""it comes a week after africa's most active volcano roared back to life, sending terrified people in goma running for their lives as rivers of lava destroyed homes and claimed nearly three dozen lives.""]
 [""sbs.com.au\ndr congo has mistakenly announced another volcanic eruption\nit comes a week after africa's most active volcano roared back to life, sending terrified people in goma running for their lives as rivers of lava destroyed homes and claimed nearly three dozen lives.""]]"
4593301160689497,"[[""the deputy prime minister repeated scott morrison's line in an interview this morning.""]
 [""sbs.com.au\nmichael mccormack insists australia's coronavirus vaccine rollout is 'not a race'\nacting prime minister michael mccormack is sticking with scott morrison's line that it is not a race to get australians vaccinated against covid-19.""]]"
350594386397553,"[['the acting premier james merlino and treasurer tim pallas will provide a coronavirus update.']
 ['play video']]"
4592910997395180,"[[""state media reports orphans, conscripted soldiers, and students - some appearing to be children - are 'volunteering to work in difficult fields' including in coal mines, farms, and large construction projects.""]
 [""sbs.com.au\norphans and students are 'volunteering' to work in north korea’s coal mines and farms\nthe reports did not specify the orphans' ages, but some appeared to be in their teens.""]]"
4592973637388916,"[[""people have placed rows of tiny shoes on the staircase of a vancouver art gallery as a memorial to the 215 children whose remains were found on the grounds of a school set up more than a century ago to… more assimilate canada's indigenous peoples.""]
 [""the children were students at the kamloops indian residential school in british columbia that closed in 1978, according to the tk'emlúps te secwépemc nation.""]
 [""some of the children were as young as three years old, the tribe said, calling it 'an unthinkable loss that was spoken about but never documented'.""]
 [""read the story here: https://bit.ly/3fyg764\n📸: ap/getty\n\npeople have placed rows of tiny shoes on the staircase of a vancouver art gallery as a memorial to the 215 children whose remains were found on the grounds of a school set up more than a century ago to assimilate canada's indigenous peoples.""]
 ['read the story here: https://bit.ly/3fyg764\n\n📸: ap/getty']]"
4593129577373322,"[['the new cases, which were revealed from 45,301 tests, bring the number of active infections in the state to 49.\n\nthe new cases, which were revealed from 45,301 tests, bring the number of active infections in the state to 49.\n\nsbs.com.au\nvictoria reports five new local coronavirus cases as latest lockdown reaches day three\nfive new local coronavirus cases have been recorded in victoria from 45,301 tests.']]"
4586379021381711,"[['one australian organisation is asking the public to identify objects found in online child sexual abuse material to help locate victims of exploitation.']
 [""so far they've had 340 tips.""]
 ['- via sbs dateline\n\none australian organisation is asking the public to identify objects found in online child sexual abuse material to help locate victims of exploitation.']
 ['- via sbs dateline\n\nsbs.com.au\nonline sleuths are tracing objects to save children from exploitation\nthis year, the australian centre to counter child exploitation (accce) launched stop child abuse - trace an object initiative.']
 ['it asks the public to help identify objects found in online child sexual abuse material (csam) so they can locate victims of exploitation.']]"
4592904427395837,"[[""the far-right leader's popularity has plummeted during the country's coronavirus crisis - which has killed more than 450,000 people - and he has played down its severity, dismissed mask-wearing and cast doubt on the importance of vaccines.""]
 [""sbs.com.au\ntens of thousands rally across brazil against jair bolsonaro and his handling of covid-19\nthe brazilian president's popularity has plummeted during the coronavirus crisis, which has killed more than 450,000 people.""]]"
4592841014068845,"[['the latest protests have left at least 13 people dead.']
 [""sbs.com.au\ncolombia's military deployed to cali as deaths from anti-government protests grow\nmilitary forces have been deployed to the city of cali to counter the deadly protests against the government of president ivan duque.""]]"
4592832194069727,"[['proponents of the law say it is designed to make voting more secure but critics say it aims to make it more cumbersome for people of colour who tend to vote democratic.']
 [""sbs.com.au\njoe biden slams bill in texas restricting voting access as another 'assault on democracy'\nproponents of the law say it is designed to make voting more secure but critics say it aims to make it more cumbersome for people of colour who tend to vote democratic.""]]"
4592724810747132,"[[""'the noise was unbelievable, it sounded like a freight train.""]
 [""then i saw the ceiling start to lift and i said to my wife, ‘i think we had better get out of here now'.'""]
 [""sbs.com.au\na cyclone destroyed ian's pub.""]
 ['a warming climate could mean more are on their way\nwhen cyclone seroja unleashed on western australia earlier this year, many residents experienced a freak weather event for the first time.']
 ['weeks later, they are learning of the storm’s true cost.']]"
4591341734218773,"[['vietnam is struggling to deal with fresh outbreaks across more than half of its territory.']
 ['sbs.com.au\nvietnam says it has discovered a new hybrid virus variant\nvietnam is struggling to deal with fresh outbreaks across more than half of its territory.']]"
4591088560910757,"[['there will also be a focus on samoa, which has lurched into a constitutional crisis with election loser tuilaepa sailele malielegaoi refusing to give up power.']
 [""sbs.com.au\ncovid-19, pacific to top australia-new zealand agenda\nas the pacific's powerhouse nations, australia and new zealand are eager to see the region recover from covid-19.""]]"
4590811154271831,"[['there are growing calls from retired soldiers for australia to do more to help several afghan interpreters who worked for australia and now fear for their lives, following the withdrawal of international forces from afghanistan.']
 [""sbs.com.au\naustralia must avoid 'catastrophic moral failure' and evacuate afghan interpreters, says former army major\nthere are growing calls from retired soldiers for australia to do more to help several afghan interpreters who worked for australia and now fear for their lives, following the withdrawal of international forces from afghanistan.""]]"
4590853614267585,"[[""africa's most active volcano has erupted, spewing rivers of lava that has claimed nearly three dozen lives and destroyed the homes of around 20,000 people.""]
 [""sbs.com.au\nnearly 400,000 people flee goma over fears of another volcanic eruption\nafrica's most active volcano has erupted, spewing rivers of lava that has claimed nearly three dozen lives and destroyed the homes of around 20,000 people.""]]"
4586865504666396,"[['after a long drought had finally broken, norman was just starting to get back on his feet.']
 ['then the mice came.']
 ['play video']]"
4590592764293670,"[['there were multiple arrests at an anti-lockdown protest in melbourne today as victoria records another five local covid-19 cases.']
 ['play video']]"
4590329210986692,"[['young protesters have been killed, suffering eye injures and going missing in colombia over the past month of anti-government demonstrations.']
 ['allegations of police brutality have been mounting, including sexual assault against protesters.']
 ['play video']]"
752469378775588,"[['health minister martin foley and testing commander jeroen weimar will provide an update as victoria records five new locally acquired covid cases.']
 ['play video']]"
4590022557684024,"[[""tk'emlups te secwepemc chief rosanne casimir said some of the students were as young as three years old, calling it 'an unthinkable loss that was spoken about but never documented'.""]
 ['sbs.com.au\nthe remains of 215 children have been found at an old indigenous boarding school in canada\nprime minister justin trudeau said the ""distressing"" discovery of the remains ""breaks my heart"".']]"
4589969691022644,"[[""namibia has welcomed the gestures as a 'first step' but activists have criticised germany for the lack of direct reparations.""]
 ['sbs.com.au\ngermany admits committing colonial-era genocide in namibia and pledges $1.8 billion in aid\nnamibia has welcomed the gestures as a ""first step"" but activists have criticised germany for the lack of direct reparations.']]"
4589791437707136,"[['the mayor of cali, the city where the new deaths happened, said he regretted what he described as an ‘insane situation of death and pain’.']
 [""sbs.com.au\nmore deaths as colombia marks one month of anti-government protests\ncolombia's anti-government protests - which have seen dozens of people lose their lives and invited international condemnation of the police response - have now been going for a full month.""]]"
4583578134995133,"[['taryn has called australia home since she was nine years old, but now she will never be allowed back into the country to see her children after being deported to new zealand.']
 ['play video']]"
4589697547716525,"[['the figure came from 56,624 tests.']
 ['sbs.com.au\nvictoria has recorded five more local covid-19 cases\nfive new coronavirus local cases have been recorded in victoria, and two in hotel quarantine.']]"
4587820621237551,"[[""as australia's embassy in kabul closed on friday, security guards who worked there have been told they are now eligible to apply for refugee status in australia.""]
 [""sbs.com.au\nthese men guarded australia's embassy in kabul for a decade.""]
 [""now they need australia's help\nas australia's embassy in kabul closes on friday, security guards who worked there have been told they are now eligible to apply for refugee status in australia.""]]"
4589535994399347,"[['the games are slated to start in just over 50 days.']
 ['sbs.com.au\nwith the olympics just around the corner, japan extends coronavirus state of emergency\nthe olympics are scheduled to start on 23 july after a one-year postponement due to the pandemic.']]"
4589448297741450,"[[""despite calling australia home since she was a little girl, taryn o’dowd is one of several people to be deported 'back' to new zealand, without her young children, in a move peter dutton called 'taking the trash out'.""]
 ['sbs.com.au\ntaryn was deported with $300 and a bag of clothes.']
 ['now, she\'s taking on the government\ndespite calling australia home since she was a little girl, taryn o’dowd is one of several people to be deported \'back\' to new zealand, without her young children, in a move peter dutton called ""taking the trash out"".']]"
4589431287743151,"[[""'senate republicans chose to defend 'the big lie' because they feared that anything that might upset donald trump could hurt them politically.'""]
 ['sbs.com.au\nus senate republicans block bipartisan inquiry into the deadly 6 january capitol riot\nsenate republicans have blocked the creation of a bipartisan panel to study the 6 january attack on the capitol.']]"
4587278164625130,"[['mr lai, who is already behind bars for taking part in earlier protests, must now serve a total of 20 months after pleading guilty to organising an unlawful assembly on 1 october, 2019.\n\nmr lai, who is already behind bars for taking part in earlier protests, must now serve a total of 20 months after pleading guilty to organising an unlawful assembly on 1 october, 2019.\n\nsbs.com.au\npro-democracy media tycoon jimmy lai handed new jail term over hong kong protests\nmr lai, who is already behind bars for taking part in earlier protests, must now serve a total of 20 months after pleading guilty to organising an unlawful assembly on 1 october, 2019.']]"
4587202407966039,"[[""'we're living in a very embarrassing situation - a scandalous situation and a hurtful situation where so many people have died since the deaths in custody report came out.'""]
 [""sbs.com.au\npatrick dodson says the plans to improve data on indigenous deaths in custody must bring change\nlabor senator patrick dodson says plans to improve the recording of aboriginal deaths in custody can't focus on numbers alone, and must also address the causes behind these incidents.""]]"
4587182887967991,"[[""'it is the unknown - that is the big worry.""]
 ['is it going to be seven days?']
 ['is it going to be thirty days?']
 [""are we going to get some support?'""]
 ['sbs.com.au\nbusinesses in victoria brace for the impact of a fourth lockdown, this time without jobkeeper\nbusinesses in victoria say they fear the impact of the fourth and latest lockdown, which will be the first lockdown without any jobkeeper wage subsidy for workers.']]"
4587136821305931,"[['these young climate activists are claiming victory after the federal court ruled the government has a duty of care to protect children from climate harm.']
 ['play video']]"
4587107307975549,"[['almost two months after the original deadline, all aged care facilities will have had their covid-19 jab by the end of the day.']
 ['sbs.com.au\nall commonwealth residential aged care facilities to be vaccinated by the end of today, greg hunt says\nmr hunt said on friday all aged care facilities will receive covid-19 vaccines by the end of the day.']]"
4587050271314586,"[[""analysis: despite scott morrison's assertion that 'australia and new zealand are family', the vexing questions of how to deal with china and trans-tasman migration hang over his meeting with jacinda ardern.""]
 [""sbs.com.au\ntwin challenges of china and migration loom over scott morrison's visit to new zealand\nanalysis: despite mr morrison's assertion that “australia and new zealand are family”, the vexed questions of dealing with china and trans-tasman migration hang over his meeting with jacinda ardern.""]]"
4586861738000106,"[['it will be his fourth seven-year term following an election described as illegitimate by the west and his opposition.']
 ['sbs.com.au\nwith 95.1 per cent of the vote, syrian president bashar al-assad wins re-election in a landslide\nmr al-assad has swept to victory in an election with no independent monitors, with officials saying he garnered 95.1 per cent of the vote.']]"
4586825168003763,"[[""'leadership is also about knowing when you step up, and when you step down.'""]
 ['sbs.com.au\njodi mckay resigns as nsw labor leader with chris minns tipped to take over\nms mckay announced on friday she was stepping down after around two years in the role.']]"
4453652668015869,"[['today in history – from stunt man evel knievel jumping 16 vehicles to a stampede on the brooklyn bridge.']
 ['#9news | nightly at 6.00pm\n\ntoday in history – from stunt man evel knievel jumping 16 vehicles to a stampede on the brooklyn bridge.']
 ['#9news | nightly at 6.00pm\n\n9news.com.au\ntoday in history: motorcycle daredevil jumps 16 cars']]"
4453595124688290,"[[""one diver is doing what most people would baulk at — she's approaching wild sharks, sticking her arm down their mouths and removing embedded hooks.""]
 [""#9news | nightly at 6.00pm\n\none diver is doing what most people would baulk at — she's approaching wild sharks, sticking her arm down their mouths and removing embedded hooks.""]
 [""#9news | nightly at 6.00pm\n\n9news.com.au\nfearless diver dedicates life to removing fish hooks from the mouths of wild sharks\nin the crystal clear waters of the bahamas one diver is doing what most people would baulk at — she's appro...""]]"
1823893271115032,"[['#live: minister greg hunt, professor brendan murphy, and dcmo professor michael kidd are providing an update to the public and media.']
 ['#9news | nightly at 6.00pm\n\n#live: minister greg hunt, professor brendan murphy, and dcmo professor michael kidd are providing an update to the public and media.']
 ['#9news | nightly at 6.00pm\n\nplay video']]"
4453445491369920,"[['acting premier james merlino has also delivered a scathing attack on the federal government, saying his state has been denied assistance.']
 ['#9news | nightly at 6.00pm\n\nacting premier james merlino has also delivered a scathing attack on the federal government, saying his state has been denied assistance.']
 ['#9news | nightly at 6.00pm\n\n9news.com.au\nvictorian government announces $250 million business support package\nthe victorian government has announced a $250 million business support package to those hit hardest by the ...']]"
4453325248048611,"[['uk police uncovered a cryptocurrency mine powered by stolen electricity during a raid of what they suspected was a cannabis farm.']
 ['#9news | nightly at 6.00pm\n\nuk police uncovered a cryptocurrency mine powered by stolen electricity during a raid of what they suspected was a cannabis farm.']
 ['#9news | nightly at 6.00pm\n\n9news.com.au\npolice find massive bitcoin mine powered by stolen electricity\n#9news']]"
4452852754762527,"[['australians vaccinated overseas are urging the government to clarify whether their covid vaccination status will be recognised.']
 ['#9news | nightly at 6.00pm\n\naustralians vaccinated overseas are urging the government to clarify whether their covid vaccination status will be recognised.']
 ['#9news | nightly at 6.00pm\n\nplay video']]"
4453213041393165,"[['researchers in the us have discovered a drug that could potentially be a game-changing tool in treating #covid19 patients, including variants of the sars-cov-2 virus.']
 ['#9news | nightly at 6.00pm\n\nresearchers in the us have discovered a drug that could potentially be a game-changing tool in treating #covid19 patients, including variants of the sars-cov-2 virus.']
 ['#9news | nightly at 6.00pm\n\n9news.com.au\nus researchers find drug blocks severe covid-19 symptoms in mice, including variants\n#9news']]"
4452788458102290,"[[""millions of aussies are saving big on overseas travel, but that isn't stopping many from chasing a life of luxury.""]
 [""#9news | nightly at 6.00pm\n\nmillions of aussies are saving big on overseas travel, but that isn't stopping many from chasing a life of luxury.""]
 ['#9news | nightly at 6.00pm\n\nplay video']]"
4453180184729784,"[['the queensland government will follow in the footsteps of nsw and victoria and open a number of mass vaccination hubs in a bid to increase the amount of jabs administered across the state.']
 ['#9news | nightly at 6.00pm\n\nthe queensland government will follow in the footsteps of nsw and victoria and open a number of mass vaccination hubs in a bid to increase the amount of jabs administered across the state.']
 ['#9news | nightly at 6.00pm\n\n9news.com.au\nqueensland tipped to convert sports stadiums into mass vaccination hubs\nthe queensland government will open a number of new mass vaccination centres, in a bid to boost the amount ...']]"
4453125824735220,"[[""a man is recovering in hospital after he was allegedly stabbed by a teenager in sydney's west yesterday afternoon.""]
 [""#9news | nightly at 6.00pm\n\na man is recovering in hospital after he was allegedly stabbed by a teenager in sydney's west yesterday afternoon.""]
 [""#9news | nightly at 6.00pm\n\n9news.com.au\nteen charged over alleged stabbing at showground in sydney's west\na teen has been charged over the alleged stabbing of man in sydney's west yesterday afternoon.""]]"
4453072478073888,"[['british prime minister boris johnson and his fiancée carrie symonds married saturday in a small private ceremony in london, uk newspapers have reported.']
 ['#9news | nightly at 6.00pm\n\nbritish prime minister boris johnson and his fiancée carrie symonds married saturday in a small private ceremony in london, uk newspapers have reported.']
 [""#9news | nightly at 6.00pm\n\n9news.com.au\nboris johnson, fiancée carrie symonds 'wed in london'\nbritish prime minister boris johnson and his fiancée carrie symonds married saturday in a small private cer...""]]"
4452775128103623,"[['queensland is currently underway planning their own vaccination hubs, wanting to prepare themselves for the worst case scenario.']
 ['#9news | nightly at 6.00pm\n\nqueensland is currently underway planning their own vaccination hubs, wanting to prepare themselves for the worst case scenario.']
 ['#9news | nightly at 6.00pm\n\nplay video']]"
4453033091411160,"[['million dollar lotteries and free cannabis are on offer for americans who choose to get vaccinated.']
 ['polling from march shows that one in five americans are vaccine hesitant.']
 ['#9news | nightly at 6.00pm\n\nmillion dollar lotteries and free cannabis are on offer for americans who choose to get vaccinated.']
 ['#9news | nightly at 6.00pm\n\nplay video']]"
4452991338082002,"[['#breaking: victoria has recorded a further five new locally acquired cases today, stemming from 45,301 test results.']
 ['the news comes off the back of a record number of test results yesterday, but it is still… more unclear if the lockdown will be extended into the future with cases still arising.']
 ['details: http://9soci.al/6bkk50eyupi\n#9news | nightly at 6.00pm\n\n#breaking: victoria has recorded a further five new locally acquired cases today, stemming from 45,301 test results.']
 ['the news comes off the back of a record number of test results yesterday, but it is still unclear if the lockdown will be extended into the future with cases still arising.']
 ['details: http://9soci.al/6bkk50eyupi\n\n#9news | nightly at 6.00pm']]"
4452883234759479,"[[""#breaking: people are now being turned away from the vaccine hub in melbourne, with a medical professional stating that there are no pfizer vaccines available for walk in's.""]
 ['around sixty people were turned away.']
 [""#9news | nightly at 6.00pm\n\n#breaking: people are now being turned away from the vaccine hub in melbourne, with a medical professional stating that there are no pfizer vaccines available for walk in's.""]
 ['#9news | nightly at 6.00pm\n\nplay video']]"
