post_id,sentences
10162593113174988,"[[('``', '``'), ('I', 'PRP'), ('really', 'RB'), ('cherish', 'VB'), ('the', 'DT'), ('time', 'NN'), ('I', 'PRP'), ('had', 'VBD'), ('with', 'IN'), ('my', 'PRP$'), ('second', 'JJ'), ('daughter', 'NN'), ('.', '.')], [('I', 'PRP'), ('definitely', 'RB'), ('feel', 'VBP'), ('that', 'IN'), ('we', 'PRP'), ('got', 'VBD'), ('to', 'TO'), ('bond', 'NN'), ('a', 'DT'), ('lot', 'NN'), ('.', '.'), (""''"", ""''"")], [('|', 'JJ'), ('ABC', 'NNP'), ('EVERYDAY', 'NNP'), ('``', '``'), ('I', 'PRP'), ('really', 'RB'), ('cherish', 'VB'), ('the', 'DT'), ('time', 'NN'), ('I', 'PRP'), ('had', 'VBD'), ('with', 'IN'), ('my', 'PRP$'), ('second', 'JJ'), ('daughter', 'NN'), ('.', '.')], [('``', '``'), ('|', 'JJ'), ('ABC', 'NNP'), ('EVERYDAY', 'NNP'), ('ABC.NET.AU', 'NNP'), ('Why', 'WRB'), ('Tarun', 'NNP'), ('wishes', 'VBZ'), ('hed', 'VBN'), ('taken', 'VBN'), ('parental', 'JJ'), ('leave', 'NN'), ('for', 'IN'), ('his', 'PRP$'), ('first', 'JJ'), ('baby', 'NN'), ('Tarun', 'NNP'), ('Rajan', 'NNP'), ('took', 'VBD'), ('advantage', 'NN'), ('of', 'IN'), ('his', 'PRP$'), ('employers', 'NNS'), ('generous', 'JJ'), ('paid', 'VBD'), ('parental', 'JJ'), ('leave', 'JJ'), ('scheme', 'NN'), ('—', 'NN'), ('and', 'CC'), ('hes', 'NNS'), ('so', 'RB'), ('glad', 'JJ'), ('he', 'PRP'), ('did', 'VBD'), ('.', '.'), (""''"", ""''"")], [('``', '``'), ('His', 'PRP$'), ('only', 'JJ'), ('regret', 'NN'), ('is', 'VBZ'), ('that', 'IN'), ('he', 'PRP'), ('didnt', 'VBZ'), ('know', 'VBP'), ('about', 'IN'), ('it', 'PRP'), ('when', 'WRB'), ('his', 'PRP$'), ('first', 'JJ'), ('child', 'NN'), ('was', 'VBD'), ('born', 'VBN'), ('.', '.'), (""''"", ""''"")]]"
10162596423219988,"[[('We', 'PRP'), ('know', 'VBP'), ('very', 'RB'), ('little', 'JJ'), ('about', 'IN'), ('our', 'PRP$'), ('mysterious', 'JJ'), ('planetary', 'JJ'), ('neighbour', 'NN'), ('.', '.')], [('Here', 'RB'), ('is', 'VBZ'), ('what', 'WP'), ('the', 'DT'), ('two', 'CD'), ('newly', 'RB'), ('announced', 'VBN'), ('missions', 'NNS'), ('to', 'TO'), ('Venus', 'NNP'), ('will', 'MD'), ('aim', 'VB'), ('to', 'TO'), ('find', 'VB'), ('out', 'RP'), ('.', '.')], [('ABC.NET.AU', 'NNP'), ('Why', 'WRB'), ('is', 'VBZ'), ('NASA', 'NNP'), ('suddenly', 'RB'), ('so', 'RB'), ('keen', 'VB'), ('on', 'IN'), ('Venus', 'NNP'), ('?', '.')], [('Here', 'RB'), ('are', 'VBP'), ('five', 'CD'), ('reasons', 'NNS')]]"
10162596421924988,"[[('``', '``'), ('Forty-four', 'JJ'), ('climbers', 'NNS'), ('claim', 'VBP'), ('to', 'TO'), ('have', 'VB'), ('achieved', 'VBN'), ('the', 'DT'), ('stunning', 'JJ'), ('feat', 'NN'), ('of', 'IN'), ('climbing', 'VBG'), ('to', 'TO'), ('the', 'DT'), ('peak', 'NN'), ('of', 'IN'), ('14', 'CD'), ('of', 'IN'), ('the', 'DT'), ('worlds', 'NNS'), ('highest', 'JJS'), ('mountains', 'NNS'), ('.', '.'), (""''"", ""''"")], [('``', '``'), ('But', 'CC'), ('Australian', 'JJ'), ('Damien', 'NNP'), ('Gildea', 'NNP'), ('says', 'VBZ'), ('theres', 'VBZ'), ('a', 'DT'), ('question', 'NN'), ('mark', 'NN'), ('over', 'IN'), ('almost', 'RB'), ('all', 'DT'), ('of', 'IN'), ('them', 'PRP'), ('.', '.'), (""''"", ""''"")], [('``', '``'), ('ABC.NET.AU', 'NNP'), ('Only', 'RB'), ('44', 'CD'), ('climbers', 'NNS'), ('claim', 'VBP'), ('to', 'TO'), ('have', 'VB'), ('reached', 'VBN'), ('the', 'DT'), ('worlds', 'NNS'), ('14', 'CD'), ('highest', 'JJS'), ('peaks', 'NNS'), ('.', '.'), (""''"", ""''"")], [('But', 'CC'), ('did', 'VBD'), ('they', 'PRP'), ('really', 'RB'), ('get', 'VB'), ('there', 'RB'), ('?', '.')]]"
10162596420089988,"[[('``', '``'), ('As', 'IN'), ('claimants', 'NNS'), ('continue', 'VBP'), ('to', 'TO'), ('line', 'NN'), ('up', 'RB'), (',', ','), ('the', 'DT'), ('payout', 'NN'), ('from', 'IN'), ('the', 'DT'), ('successful', 'JJ'), ('class', 'NN'), ('action', 'NN'), ('against', 'IN'), ('the', 'DT'), ('federal', 'JJ'), ('governments', 'NNS'), ('live', 'VBP'), ('export', 'NN'), ('ban', 'NN'), ('in', 'IN'), ('2011', 'CD'), ('seems', 'VBZ'), ('likely', 'JJ'), ('to', 'TO'), ('soar', 'VB'), ('well', 'RB'), ('past', 'IN'), ('the', 'DT'), ('initial', 'JJ'), ('$', '$'), ('600', 'CD'), ('million', 'CD'), ('estimate', 'NN'), ('.', '.'), (""''"", ""''"")], [('``', '``'), ('ABC.NET.AU', 'JJ'), ('Governments', 'NNP'), ('unlawful', 'JJ'), ('live', 'JJ'), ('export', 'NN'), ('ban', 'NN'), ('set', 'VBN'), ('to', 'TO'), ('cost', 'VB'), ('around', 'IN'), ('$', '$'), ('800m', 'CD'), (',', ','), ('as', 'IN'), ('more', 'RBR'), ('cattle', 'JJ'), ('producers', 'NNS'), ('rally', 'RB'), ('for', 'IN'), ('class', 'NN'), ('action', 'NN'), (""''"", ""''"")]]"
10162596417319988,"[[('With', 'IN'), ('its', 'PRP$'), ('showpiece', 'JJ'), ('event', 'NN'), ('looming', 'NN'), (',', ','), ('the', 'DT'), ('game', 'NN'), ('of', 'IN'), ('rugby', 'NN'), ('league', 'NN'), ('is', 'VBZ'), ('facing', 'VBG'), ('an', 'DT'), ('existential', 'JJ'), ('threat', 'NN'), ('over', 'IN'), ('its', 'PRP$'), ('level', 'NN'), ('of', 'IN'), ('physicality', 'NN'), ('and', 'CC'), ('the', 'DT'), ('long-term', 'JJ'), ('health', 'NN'), ('of', 'IN'), ('players', 'NNS'), ('.', '.')], [('ABC.NET.AU', 'JJ'), ('ANALYSIS', 'NN'), (':', ':'), ('Is', 'VBZ'), ('rugby', 'JJ'), ('league', 'NN'), ('facing', 'VBG'), ('an', 'DT'), ('existential', 'JJ'), ('crisis', 'NN'), ('?', '.')]]"
10162596414999988,"[[('The', 'DT'), ('social', 'JJ'), ('media', 'NNS'), ('company', 'NN'), ('plans', 'VBZ'), ('to', 'TO'), ('review', 'VB'), ('the', 'DT'), ('ban', 'NN'), ('at', 'IN'), ('the', 'DT'), ('end', 'NN'), ('of', 'IN'), ('the', 'DT'), ('two', 'CD'), ('years', 'NNS'), ('and', 'CC'), ('will', 'MD'), ('end', 'VB'), ('a', 'DT'), ('policy', 'NN'), ('where', 'WRB'), ('politicians', 'NNS'), ('are', 'VBP'), ('exempt', 'JJ'), ('from', 'IN'), ('hate', 'JJ'), ('speech', 'NN'), ('rules', 'NNS'), ('.', '.')], [('``', '``'), ('ABC.NET.AU', 'NNP'), ('Facebook', 'NNP'), ('bans', 'VBZ'), ('Donald', 'NNP'), ('Trump', 'NNP'), ('for', 'IN'), ('two', 'CD'), ('years', 'NNS'), ('for', 'IN'), ('public', 'JJ'), ('safety', 'NN'), (""''"", ""''"")]]"
10162596413329988,"[[('The', 'DT'), ('Reserve', 'NNP'), ('Bank', 'NNP'), ('is', 'VBZ'), ('throwing', 'VBG'), ('just', 'RB'), ('about', 'IN'), ('everything', 'NN'), ('it', 'PRP'), ('has', 'VBZ'), ('at', 'IN'), ('boosting', 'VBG'), ('wages', 'NNS'), ('and', 'CC'), ('inflation', 'NN'), (',', ','), ('but', 'CC'), ('all', 'DT'), ('it', 'PRP'), ('seems', 'VBZ'), ('to', 'TO'), ('be', 'VB'), ('achieving', 'VBG'), ('are', 'VBP'), ('surging', 'VBG'), ('asset', 'NN'), ('prices', 'NNS'), (',', ','), ('further', 'RB'), ('widening', 'VBG'), ('the', 'DT'), ('gap', 'NN'), ('between', 'IN'), ('the', 'DT'), ('haves', 'NNS'), ('and', 'CC'), ('have-nots', 'NNS'), ('.', '.')], [('ABC.NET.AU', 'JJ'), ('ANALYSIS', 'NN'), (':', ':'), ('Are', 'VBP'), ('your', 'PRP$'), ('future', 'JJ'), ('pay', 'NN'), ('rises', 'NNS'), ('destined', 'VBN'), ('for', 'IN'), ('the', 'DT'), ('pockets', 'NNS'), ('of', 'IN'), ('investors', 'NNS'), ('?', '.')]]"
10162596412019988,"[[('``', '``'), ('Public', 'JJ'), ('housing', 'NN'), ('tower', 'NN'), ('residents', 'NNS'), ('who', 'WP'), ('endured', 'VBD'), ('the', 'DT'), ('nations', 'NNS'), ('harshest', 'JJS'), ('hard', 'RB'), ('lockdown', 'VBN'), ('last', 'JJ'), ('year', 'NN'), ('say', 'VBP'), ('they', 'PRP'), ('are', 'VBP'), ('concerned', 'JJ'), ('not', 'RB'), ('enough', 'RB'), ('has', 'VBZ'), ('been', 'VBN'), ('done', 'VBN'), ('by', 'IN'), ('Victorian', 'JJ'), ('authorities', 'NNS'), ('to', 'TO'), ('support', 'VB'), ('the', 'DT'), ('communities', 'NNS'), ('during', 'IN'), ('the', 'DT'), ('Melbourne', 'NNP'), ('outbreak', 'NN'), ('.', '.'), (""''"", ""''"")], [('ABC.NET.AU', 'NNP'), ('Public', 'NNP'), ('housing', 'NN'), ('residents', 'NNS'), ('threatened', 'VBN'), ('by', 'IN'), ('Delta', 'NNP'), ('cluster', 'NN'), ('call', 'NN'), ('for', 'IN'), ('increased', 'VBN'), ('tower', 'NN'), ('cleaning', 'NN')]]"
10162596410434988,"[[('``', '``'), ('As', 'IN'), ('Chinese', 'JJ'), ('authorities', 'NNS'), ('push', 'VBP'), ('urban', 'JJ'), ('couples', 'NNS'), ('to', 'TO'), ('have', 'VB'), ('three', 'CD'), ('children', 'NNS'), ('to', 'TO'), ('boost', 'VB'), ('the', 'DT'), ('countrys', 'NN'), ('ailing', 'VBG'), ('fertility', 'NN'), ('rates', 'NNS'), (',', ','), ('young', 'JJ'), ('people', 'NNS'), ('counter', 'VBP'), ('with', 'IN'), ('a', 'DT'), ('lifestyle', 'NN'), ('centred', 'VBN'), ('around', 'IN'), ('minimising', 'VBG'), ('spending', 'NN'), (',', ','), ('working', 'VBG'), ('and', 'CC'), ('socialising', 'VBG'), ('.', '.'), (""''"", ""''"")], [('``', '``'), ('ABC.NET.AU', 'NNP'), ('China', 'NNP'), ('wants', 'VBZ'), ('more', 'JJR'), ('babies', 'NNS'), (',', ','), ('but', 'CC'), ('young', 'JJ'), ('people', 'NNS'), ('are', 'VBP'), ('lying', 'VBG'), ('flat', 'JJ'), (""''"", ""''"")]]"
10162596409349988,"[[('Naomi', 'NNP'), ('Moran', 'NNP'), ('left', 'VBD'), ('high', 'JJ'), ('school', 'NN'), ('to', 'TO'), ('work', 'VB'), ('in', 'IN'), ('Indigenous', 'JJ'), ('media', 'NNS'), ('.', '.')], [('``', '``'), ('Now', 'RB'), ('shes', 'VBZ'), ('the', 'DT'), ('manager', 'NN'), ('of', 'IN'), ('the', 'DT'), ('Koori', 'NNP'), ('Mail', 'NNP'), ('and', 'CC'), ('chair', 'NN'), ('of', 'IN'), ('the', 'DT'), ('peak', 'NN'), ('body', 'NN'), ('for', 'IN'), ('Indigenous', 'JJ'), ('not-for-profit', 'JJ'), ('broadcasting', 'NN'), (',', ','), ('media', 'NNS'), (',', ','), ('and', 'CC'), ('communications', 'NNS'), ('.', '.'), (""''"", ""''"")], [('``', '``'), ('ABC.NET.AU', 'NNP'), ('Naomi', 'NNP'), ('is', 'VBZ'), ('one', 'CD'), ('of', 'IN'), ('Indigenous', 'JJ'), ('medias', 'NNS'), ('most', 'RBS'), ('important', 'JJ'), ('voices', 'NNS'), ('.', '.'), (""''"", ""''"")], [('``', '``'), ('Heres', 'VBZ'), ('how', 'WRB'), ('she', 'PRP'), ('wants', 'VBZ'), ('to', 'TO'), ('empower', 'VB'), ('young', 'JJ'), ('women', 'NNS'), (""''"", ""''"")]]"
